pnID1,siID1,mnID1,nam1,etime1,status,DQ11t1,DQ12t1,DQ1A,DQ2,DQ31,DQ32,DQ33,DQ34,DQ3A1n1,DQ4A1,DQ4A2,DQ4A3,DQ4B,DQ51n1,DQ6,DQ70c1,DQ70c2,DQ70c3,DQ7A,DQ8,DQ91t1,DQ92n1,DQ10,DQ10n1,DQ11A,DQ11An1,DQ11An2,DQ12,DQ13,DQ141n1,DQ142n1,DQ142n2,DQ143n1,DQ143n2,DQ143n3,DQ144n1,DQ144n2,DQ144n3,DQ151t1,DQ152n1,DQ152n2,DQ152n3,DQ153n1,DQ153n2,DQ153n3,Q01,Q0211,Q0212,Q0221,Q0222,Q0231,Q0232,Q0311,Q0312,Q0313,Q0314,Q0321,Q0322,Q0323,Q0324,Q0319,Q0329,Q041,Q042,Q043,Q04t8,Q0511,Q0512,Q0513,Q0521,Q0522,Q0523,Q0519,Q06,Q071,Q072,Q073,Q074,Q0811,Q0812,Q0813,Q0821,Q0822,Q0823,Q08A1,Q08A2,Q08A3,Q08A4,Q08At4,Q0911,Q0912,Q0913,Q0914,Q09t4,Q0915,Q101n1,Q1111,Q1112,Q1113,Q1119,Q12,Q1311,Q1312,Q141,Q142,Q143,Q14t11,Q15,Q15A,Q15B1,Q15B2,Q15B3,Q15B4,Q15B5,Q15Bt5,Q161,Q162,Q16t9,Q17,Q18,Q18A,Q18At5,Q18B,Q18Bt6,Q19,Q19t5,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20At5,Q20AA,Q20AAt3
,004492,90598150,박명숙,2022-10-27 오후 9:04:16,201,서울대입구역,안흥사,1297,2,08788,서울 관악구 관악로 148,서울 관악구 봉천동 1598-20,1층,4,1,,,1,1,1,2,252,CS200052,2,2,서울대입구,200,1,10,1,6,,없다/ 무응답,1,45,2015,6,10,21,4,0,0,0,강종현,02,873,2121,010,0000,0000,3,33,9999999,,,,,3000,3000,3000,3000,200,200,200,200,N,N,,,,,5,5,5,20,20,20,N,,1,2,2,1,3000,5000,3000,,,,,,3,,,100,0,0,0,,100,2,850,800,900,Y,코로나  영향,380,29,09,04,03,,2,,,,,,,,7,3,,3,2,,,,,2,,,2,,,,,1,
,004511,91820215,이애경,2022-10-27 오후 9:32:43,201,가산디지털단지,유일행정사,1334,2,08322,서울 구로구 구로동로 17-1,서울 구로구 가리봉동 121-8,102호,3,1,,,1,102,1,2,213,CS200013,2,2,가산디지털단지,650,1,10,1,4,,없다/ 무응답,2,57,2014,4,9,21,0,0,0,0,최정순,010,5266,9735,010,5266,9735,3,30,30,,,,,1000,1000,1000,1000,60,60,60,60,N,N,,,,,0,0,0,5,5,5,N,,1,2,2,2,1000,400,800,,,,1,,,,,100,0,0,0,,100,2,200,200,200,N,,100,50,01,03,,,1,2,,,,,,,2,3,,1,2,,,,,5,경험없음,,,,4,,,,
,004290,25106529,임금희,2022-10-25 오후 2:51:33,201,인사동,방태막국수,1103,2,03148,서울 종로구 인사동6길 4,서울 종로구 인사동 2,없음,1,1,,,1,1,1,1,101,CS100001,1,2,종로3가,800,2,,2,,1,없다/ 무응답,2,35,2018,5,10,20,0,3,1,2,채안희,02,737,7676,010,,,3,0,9999999,,,,,10000,10000,10000,10000,250,250,250,250,N,N,,,,,16,16,16,15,12,12,N,,2,2,2,1,10000,3000,1000,,,,1,,,,,100,0,0,0,,100,5,1200,1100,900,Y,코로나인한것입니다,180,9,07,08,04,,3,,,,,,,,2,7,,3,2,,,,,2,,1,,,,,,1,
,004346,40412340,방정옥,2022-10-25 오후 11:41:43,201,왕십리역,맵시,1259,2,04760,서울 성동구 마조로9길 1,,(한양빌),4,1,,,1,102,1,2,254,CS200054,2,2,왕십리,50,2,,2,,2,없다/ 무응답,2,55,2005,10,10,19,4,0,0,0,신현숙,02,111,1111,010,2241,5654,3,23,23,,,,,1000,1000,1000,1000,30,30,25,25,N,Y,1,6,7,,0,0,0,30,30,30,N,,1,2,2,2,1000,0,500,,,,,,,,,100,0,0,0,,100,2,300,300,300,N,,200,70,09,04,,,2,,,,,,,,1,5,,4,2,,,,,1,,1,,,,,,1,
,004367,40412340,방정옥,2022-10-26 오후 3:08:44,201,왕십리역,코인워쉬24빨래방,1259,2,04760,서울 성동구 마조로 9길11,,101,4,1,,,1,101,1,2,231,CS200031,2,2,왕십리,130,2,,1,2,,없다/ 무응답,1,60,2005,2,1,24,0,0,0,0,대표,02,111,2222,010,9760,1096,2,40,40,,,,,2000,2000,2000,2000,170,170,170,170,N,N,,,,,0,0,0,120,120,120,N,,1,2,2,2,1000,0,12000,,,,,,,,,50,50,0,0,,100,3,2000,2000,2000,N,,1000,50,09,01,04,,2,,,,,,,,3,1,,2,2,,,,,1,,1,,,,,,2,
,004377,67460616,정형숙,2022-10-26 오후 5:16:51,201,성수동 카페거리,제주국수,0273,1,04767,서울 성동구 광나루로 104,서울 성동구 성수동1가 671-19,성동구 성수동,15,1,,,1,2,1,1,108,CS100008,1,2,성수,100,2,,2,,2,없다/ 무응답,2,53,2011,6,11,9,4,1,2,0,감현숙,02,466,8687,010,,,3,66,9999999,,,,,3000,3000,3000,3000,380,380,380,380,N,N,,,,,2,2,2,40,40,40,N,,1,1,2,2,2000,5000,3000,,,,1,,,,,100,0,0,0,,100,2,5000,5000,5000,N,,600,30,07,09,08,,2,,,,,,,,1,5,,2,1,2,,,,1,,1,2,,4,,,,
,004413,25023743,나정숙,2022-10-26 오후 8:13:11,201,이태원,삼성공인중개사,1255,2,04390,서울 용산구 이태원로14길 16,,1층,3,1,,,1,2,1,2,233,CS200033,2,1,이태원,339,2,,2,,1,없다/ 무응답,1,50,2017,4,10,20,4,1,0,0,김진수,02,790,1003,010,,,3,33,0,,,,,4000,4000,4000,4000,250,250,250,250,N,N,,,,,5,5,5,30,30,30,N,,1,2,2,1,4000,3000,1000,,,,1,,,,,100,0,0,0,,100,5,5000,5000,5000,N,,1000,20,08,09,04,,1,2,,,,,,,1,5,,1,2,,,,,3,,,,3,4,,,,
,004429,25023743,나정숙,2022-10-26 오후 8:56:01,201,이태원,원조보리밥수제비,1255,2,04390,서울 용산구 이태원로14길 24,서울 용산구 이태원동 34-103,1층,1,1,,,1,1,1,1,101,CS100001,1,2,이태원,378,2,,2,,1,없다/ 무응답,2,50,2008,11,9,22,2,1,1,1,정진이,02,798,4762,010,,,3,99,0,,,,,12000,12000,12000,12000,800,800,800,800,N,N,,,,,15,15,15,100,100,100,N,,1,2,2,2,12000,0,4000,,,,,,,,,100,0,0,0,,100,5,8000,8000,5000,Y,코로나,1500,20,08,07,01,,3,,,,,,,,3,5,,3,2,,,,,4,,1,2,3,4,,,,
,004448,52296476,최대옥,2022-10-27 오전 8:57:46,201,구반포역,화이트세탁,0225,1,06502,서울 서초구 신반포로 27-6,서울 서초구 반포동 885,"(반포아파트,한신종합상가)",5,1,,,1,12,2,2,231,CS200031,2,3,구반포역,10,2,,2,,1,없다/ 무응답,2,73,1995,3,10,18,4,0,0,0,전용제,02,537,1094,010,,,3,10,10,,,,,350,350,350,350,15,15,15,15,N,N,,,,,10,10,10,0,0,0,N,,1,2,2,2,350,0,300,,,,,,,,,100,0,0,0,,100,2,100,100,100,N,,50,50,09,08,01,,3,,,,,,,,1,3,,4,2,,,,,5,경험없음,,,,4,,,,
,004484,52296476,최대옥,2022-10-27 오후 8:55:24,201,구반포역,반포서울부동산,0225,1,06512,서울 서초구 신반포로 177,,반포쇼핑타운3,5,1,,,1,40,2,2,233,CS200033,2,2,고속터미널역,200,1,22,1,6,,없다/ 무응답,2,61,2022,6,10,19,4,1,0,0,김점순,02,532,8249,010,,,3,10,10,,,,,2000,,,,100,,,,N,N,,,,,19,,,0,,,N,,1,2,2,2,2000,0,1000,,,,,,,,,100,0,0,0,,100,2,0,,,N,,1,1,08,01,03,,1,3,,,3,,,,2,3,,4,2,,,,,5,경험없음,,,,4,,,,
,004508,89752644,김영숙B,2022-10-27 오후 9:29:05,201,이대,다비치안결 신촌점,1308,2,03777,서울 서대문구 신촌역로 37,서울 서대문구 창천동 4-94,1,20,1,,,1,1,1,3,316,CS300016,3,2,신촌,100,1,5,1,4,,없다/ 무응답,2,38,2019,12,10,21,0,3,0,0,조아현,02,312,3579,010,,,2,185,185,,,,,13000,13000,13000,13000,120,120,120,120,N,N,,,,,0,0,0,30,30,30,N,,1,1,1,2,13000,0,30000,,,,,,,,,75,25,0,0,,100,5,5000,5000,5000,N,,1000,20,04,08,09,,2,,,,,,,,1,7,,4,2,,,,,5,없음,,,3,,,,2,
,004287,67460616,정형숙,2022-10-25 오후 2:37:49,201,명동역,달래해장,1330,1,04631,서울 중구 퇴계로14길 13,서울 중구 회현동3가 9-4,중구 퇴계로,5,1,,,1,1,1,1,101,CS100001,1,2,명동,195,2,,2,,2,없다/ 무응답,2,56,2001,9,10,10,4,2,3,0,정영심,0507,1326,7930,010,,,3,83,93,,,,,20000,20000,20000,20000,1500,1500,1500,1500,N,N,,,,,3,3,3,60,60,60,N,,1,1,2,1,10000,50000,3500,,,,1,2,3,,,80,20,0,0,,100,2,8000,7000,6500,Y,여행제한때문,450,20,04,09,08,,1,3,1,2,,,,,1,5,,2,2,,,,,2,,1,2,3,4,,,,
,004293,67460616,정형숙,2022-10-25 오후 3:05:15,201,명동역,최고집,1330,1,04535,서울 중구 남대문로 56,서울 중구 명동2가 104,중구 명동,5,1,,,1,1,1,1,101,CS100001,1,2,명동,180,2,,2,,2,없다/ 무응답,1,62,1998,7,10,11,0,2,3,1,이규수,0507,1368,3334,010,,,3,83,89,,,,,30000,30000,30000,30000,1400,1400,1400,1400,N,N,,,,,3,3,3,70,70,70,N,,1,2,2,1,20000,30000,5000,,,,1,2,3,,,80,20,0,0,,100,2,13000,13000,13000,N,,1000,20,07,09,08,,1,3,1,,3,,,,5,6,,2,2,,,,,2,,1,2,,4,,,,
,004317,40412340,방정옥,2022-10-25 오후 5:28:14,201,왕십리역,스마트부동산,1259,2,04759,서울 성동구 마조로11길 2,서울 성동구 행당동 1-120,102호,4,1,,,1,102,3,2,233,CS200033,2,2,왕십리,50,2,,1,1,,없다/ 무응답,1,53,2021,5,10,19,4,0,0,0,대표,02,2292,6688,010,,,3,7,07,,,,,2000,2000,,,35,35,,,N,N,,,,,0,0,,25,25,,N,,1,1,1,2,2000,0,1000,,,,,,,,,100,0,0,0,,100,2,1000,1000,,N,,500,50,08,04,01,,1,2,,,,,,,3,8,,2,2,,,,,4,,1,,,,,,2,
,004339,25023743,나정숙,2022-10-25 오후 10:23:07,201,용산역 + 용산전자상가,제원테크,1246,1,04371,서울 용산구 새창로 181,,2층12,4,,2,,2,12,2,3,303,CS300003,3,2,신용산역,345,1,1,1,2,,없다/ 무응답,2,53,2016,5,9,18,2,1,1,0,유명자,02,704,1114,010,,,3,,,20,0,,,1000,1000,1000,1000,50,50,50,50,N,N,,,,,3,3,3,15,15,15,N,,1,2,2,1,1000,2000,1000,,,,1,,,,,100,0,0,0,,100,5,5000,5000,5000,N,,600,15,01,07,06,,2,,,,,,,,1,2,,3,2,,,,,1,,1,,,,,,1,
,004362,40412340,방정옥,2022-10-26 오후 1:46:09,201,왕십리역,설약국,1259,2,04760,서울 성동구 마조로1길 2,,103,4,1,,,1,104,3,2,206,CS200006,2,1,왕십리,70,2,,1,2,,없다/ 무응답,2,30,2015,10,10,20,4,1,0,0,여직원,050,7148,8274,010,,,3,33,9999999,,,,,3000,3000,3000,3000,150,150,130,130,N,Y,1,6,4,,0,0,0,50,50,50,N,,1,2,2,1,2000,1000,2000,,,,1,,,,,100,0,0,0,,100,2,3000,3000,3000,N,,1000,30,01,06,07,,2,,,,,,,,3,2,,3,1,1,,1,,1,,1,,,,,,2,
,004453,89752644,김영숙B,2022-10-27 오전 9:39:06,201,이대,현대부동산,1308,2,03780,서울 서대문구 연세로2길 94,서울 서대문구 대현동 104-40,1,1,1,,,1,1,1,2,233,CS200033,2,3,신촌,200,2,,2,,1,없다/ 무응답,2,65,2002,1,10,18,4,0,0,0,이외자,02,312,3535,010,,,3,17,17,,,,,2000,2000,2000,2000,70,70,70,70,N,N,,,,,0,0,0,10,10,10,N,,1,1,1,1,2000,500,0,,,,,2,,,,100,0,0,0,,100,2,200,200,200,N,,190,95,08,09,01,,2,,,,,,,,8,,,1,2,,,,,5,없음,1,,,,,,2,
,004494,89752644,김영숙B,2022-10-27 오후 9:16:59,201,이대,파스타라코,1308,2,03777,서울 서대문구 신촌역로 23,서울 서대문구 대현동 110-5,1,3,1,,,1,1,1,1,104,CS100004,1,2,신촌,200,1,5,1,4,,없다/ 무응답,2,53,2018,1,9,21,0,1,2,0,우원주,02,3136,6182,010,,,2,46,46,,,,,3000,3000,3000,3000,210,200,200,200,N,Y,7,,,,5,5,5,100,100,100,N,,2,2,2,2,3000,0,5000,,,,,,,,,70,30,0,0,,100,1,3000,3000,3000,N,,600,20,01,09,08,,3,,,,,,,,3,1,,4,2,,,,,5,없음,1,,,,,,2,
,004505,25023743,나정숙,2022-10-27 오후 9:23:38,201,용산역 + 용산전자상가,영호부동산,1246,2,04379,서울 용산구 한강대로15길 9,서울 용산구 한강로3가 40-152,1층,4,1,,,1,1,1,2,233,CS200033,2,2,용산,465,2,,2,,1,없다/ 무응답,1,55,2004,6,10,20,4,0,0,1,강진호,02,792,9655,010,,,3,50,0,,,,,2000,2000,2000,2000,140,140,140,140,N,N,,,,,5,5,5,30,30,30,N,,1,2,2,1,1000,1000,500,,,,1,,,,,100,0,0,0,,100,5,5000,5000,3000,Y,코로나,2000,40,08,04,09,,1,2,,,,,,,1,2,,1,2,,,,,3,,,,3,4,,,,
,004506,91820215,이애경,2022-10-27 오후 9:25:29,201,가산디지털단지,평화향원양꼬치,1334,2,08322,서울 구로구 구로동로 17-1,서울 구로구 가리봉동 121-8,101호,3,1,,,1,101,1,1,101,CS100001,1,2,가산디지털단지,650,1,10,1,4,,없다/ 무응답,2,57,2016,4,11,23,0,0,0,1,최정순,02,831,6128,010,,,3,30,30,,,,,1000,1000,1000,1000,60,60,60,60,N,N,,,,,0,0,0,10,10,10,N,,1,2,2,2,1000,3000,4500,,,,1,,,,,100,0,0,0,,100,2,600,600,600,N,,180,30,03,01,08,,1,1,,,,,,,2,3,,1,2,,,,,5,경험없음,,,,4,,,,
,004266,25023743,나정숙,2022-10-25 오전 11:45:56,201,이태원,로데오부츠,1255,2,04406,서울 용산구 우사단로 33,서울 용산구 이태원동 132-8,1층,3,1,,,1,2,1,3,314,CS300014,3,1,이태원,247,1,1,1,1,,없다/ 무응답,1,55,2018,3,10,19,2,0,0,0,이홍길,02,790,2891,010,,,3,33,0,,,,,4000,4000,4000,4000,250,250,250,250,N,N,,,,,5,5,5,25,25,20,N,,1,2,2,2,4000,0,2000,,,,,,,,,100,0,0,0,,100,5,2000,2000,2000,N,,400,20,08,07,01,,2,,,,,,,,5,1,,4,2,,,,,3,,,2,,,,,2,
,004342,25023743,나정숙,2022-10-25 오후 10:55:08,201,용산역 + 용산전자상가,브라더컴,1246,1,04371,서울 용산구 새창로 181,,1층 116,4,1,,,1,116,2,3,303,CS300003,3,2,신용산역,345,1,1,1,2,,없다/ 무응답,1,56,2016,3,9,18,2,2,0,0,박용수,02,718,1766,010,,,3,20,0,,,,,1000,1000,1000,1000,50,50,50,50,N,N,,,,,3,3,3,15,15,15,N,,1,1,2,1,1000,2000,1000,,,,1,,,,,100,0,0,0,,100,5,5000,5000,5000,N,,600,15,01,06,07,,2,,,,,,,,1,2,,3,2,,,,,1,,1,,,,,,1,
,004350,57175689,김명애,2022-10-26 오전 12:10:37,201,길동역,로데오미용실,1168,2,05342,서울 강동구 양재대로113길 14,서울 강동구 길동 379-14,1층,2,1,,,1,102,1,2,228,CS200028,2,2,100,2,2,,2,,1,없다/ 무응답,2,41,2017,3,10,9,2,1,0,0,이지원,010,3911,2276,010,3911,2276,3,10,10,,,,,1000,1000,1000,1000,90,90,90,90,N,N,,,,,0,0,0,0,0,0,N,,1,2,1,1,500,1500,0,,,,1,,,,,70,30,0,0,,100,2,1000,1000,1000,N,,400,40,01,,,,3,,,,,,,,1,2,,4,2,,,,,1,,,,,4,,,,
,004368,40412340,방정옥,2022-10-26 오후 3:18:38,201,왕십리역,헤어2030,1259,2,04760,서울 성동구 마조로9길 12,,1호,4,1,,,1,1,1,2,228,CS200028,2,2,왕십리,70,2,,1,2,,없다/ 무응답,2,35,2008,2,10,20,4,0,0,1,대표,070,111,1111,010,8675,2849,3,34,9999999,,,,,2000,2000,2000,2000,150,150,130,130,N,Y,6,4,1,,0,0,0,100,100,100,N,,1,2,2,1,1000,3000,2000,,,,1,,,,,50,0,50,0,,100,2,1000,800,800,Y,코로나로인하여,600,60,08,09,01,,3,,,,,,,,1,2,,4,2,,,,,1,,1,,,,,,1,
,004410,25023743,나정숙,2022-10-26 오후 8:02:13,201,이태원,고치미,1255,2,04391,서울 용산구 보광로59길 52,,1층,1,1,,,1,1,1,2,254,CS200054,2,2,이태원,125,2,,2,,1,없다/ 무응답,1,50,2015,9,9,20,2,0,0,0,반재욱,010,9437,4648,010,,,3,17,0,,,,,2000,2000,2000,2000,150,150,150,150,N,N,,,,,0,0,0,15,15,15,N,,1,2,2,2,2000,0,500,,,,,,,,,100,0,0,0,,100,5,1500,1500,1500,N,,450,30,09,08,04,,2,,,,,,,,5,1,,3,2,,,,,4,,,2,3,4,,,,
,004417,25023743,나정숙,2022-10-26 오후 8:23:18,201,이태원,레몬버베나,1255,2,04390,서울 용산구 이태원로14길 16,,1층,3,1,,,1,3,1,3,311,CS300011,3,1,이태원,339,2,,2,,1,없다/ 무응답,2,40,2016,6,10,20,4,1,0,0,이경금,02,749,8932,010,,,3,66,0,,,,,8000,8000,8000,8000,500,500,500,500,N,N,,,,,10,10,10,50,50,50,N,,1,1,1,1,8000,5000,3000,,,,1,,3,,,70,30,0,0,,100,5,5000,5000,5000,N,,800,15,08,09,04,,3,,,,,,,,5,6,,4,2,,,,,3,,,,3,,,,1,
,004499,52296476,최대옥,2022-10-27 오후 9:16:58,201,구반포역,김밥플러스김밥,0225,1,06547,서울 서초구 신반포로 100,서울 서초구 반포동 18-4,신반포역상가,5,1,,,1,114,2,1,101,CS100001,1,2,신반포역,100,1,20,1,6,,없다/ 무응답,2,52,2022,3,8,18,4,2,0,0,여자대표,010,5779,5299,010,5779,5299,3,26,26,,,,,10000,,,,300,,,,N,N,,,,,80,,,20,,,N,,1,1,1,1,10000,5000,0,,,,,2,3,,,100,0,0,0,,100,4,1500,,,N,,150,10,01,02,03,,3,,,,,,,,2,3,,3,2,,,,,5,경험없음,1,,,4,,,,
,004503,89752644,김영숙B,2022-10-27 오후 9:23:10,201,이대,가나안경원,1308,1,03777,서울 서대문구 신촌역로 29,,1동,20,1,,,1,1,3,3,316,CS300016,3,2,신촌,100,1,5,1,4,,없다/ 무응답,1,68,1995,1,10,20,4,0,0,0,이영구,02,392,6150,010,,,3,33,33,,,,,4000,4000,4000,4000,300,240,240,300,N,Y,1,5,,,5,5,5,13,13,13,N,,1,2,2,2,4000,10000,36000,,,,1,,,,,95,5,0,0,,100,2,1000,1000,1000,N,,300,30,01,03,07,,2,,,,,,,,1,8,,4,2,,,,,5,없음,,,,4,,,,
,004521,91820215,이애경,2022-10-27 오후 9:43:49,201,가산디지털단지,공주화장품,1334,2,08322,서울 구로구 구로동로 23,서울 구로구 가리봉동 88-22,101호,3,1,,,1,101,1,3,322,CS300022,3,2,가산디지털단지,650,1,10,1,4,,없다/ 무응답,2,68,2022,4,10,19,0,0,0,1,백선숙,010,8318,1888,010,8318,1888,3,23,23,,,,,1008,,,,70,,,,N,N,,,,,0,,,5,,,N,,1,2,2,2,1000,500,300,,,,1,,,,,100,0,0,0,,100,2,100,,,N,,1,1,08,01,,,2,,,,,,,,2,3,,4,2,,,,,5,경험없음,,,,4,,,,
,004348,40412340,방정옥,2022-10-25 오후 11:57:48,201,왕십리역,우리공인중개사,1259,2,04760,서울 성동구 마조로1길 39,,103,4,1,,,1,103,3,2,233,CS200033,2,2,왕십리,30,2,,2,,2,없다/ 무응답,1,50,2004,2,10,19,4,0,0,0,정상등,02,2293,8585,010,,,3,23,23,,,,,2000,2000,2000,2000,50,50,50,50,N,N,,,,,0,0,0,30,30,30,N,,1,2,2,2,1000,0,1000,,,,,,,,,100,0,0,0,,100,2,800,700,700,Y,코로나,400,50,01,04,09,,1,3,,2,3,,,,3,5,,2,2,,,,,1,,1,,,,,,2,
,004372,23028759,김금순,2022-10-26 오후 9:58:48,201,삼성역,한국촌,1206,2,06183,서울 강남구 영동대로85길 17,서울 강남구 대치동 950,(우정에쉐르),6,1,,,1,4,1,1,101,CS100001,1,2,삼성역,200,2,,1,1,,없다/ 무응답,2,50,2016,10,10,22,4,3,2,0,박금선,02,553,8006,010,,,3,132,0,,,,,3500,3500,3500,3500,1000,1000,1000,1000,N,N,,,,,20,20,20,0,0,0,N,,1,1,1,1,3500,4000,600,,,,,2,3,,,100,0,0,0,,100,2,6000,6000,6000,N,,900,15,08,07,06,,3,,,,,,,,6,7,,4,2,,,,,1,,1,2,3,4,,,,
,004378,23028759,김금순,2022-10-26 오후 10:21:08,201,삼성역,영동갈비살,1206,1,06181,서울 강남구 영동대로85길 20-3,서울 강남구 대치동 945-21,1층,5,1,,,1,1,1,1,101,CS100001,1,3,삼성역,300,2,,1,1,,없다/ 무응답,2,60,2019,12,10,22,8,0,2,0,서승희,02,568,0277,010,,,3,99,0,,,,,5000,5000,5000,5000,550,500,500,500,N,Y,7,,,,0,0,0,0,0,0,N,,1,1,1,1,5000,10000,20000,,,,1,,,,,50,50,0,0,,100,2,2000,1200,1200,Y,인원제한이풀려서,400,20,08,09,05,,2,,,,,,,,8,6,,3,2,,,,,1,,,,,4,,,,
,004403,25023743,나정숙,2022-10-26 오후 7:31:10,201,이태원,멘야산다이메,1255,2,04405,서울 용산구 이태원로 208,서울 용산구 한남동 736-11,2층,3,,2,,2,2,1,1,103,CS100003,1,2,이태원,214,1,2,1,2,,없다/ 무응답,1,45,2017,3,11,21,2,2,1,0,김영일,02,790,4129,010,,,2,,,99,0,,,12000,12000,12000,12000,800,800,800,800,N,N,,,,,15,15,15,100,100,100,N,,1,2,2,1,12000,5000,5000,,,,1,,,,,60,40,0,0,,100,5,8000,8000,6000,Y,코로나,1500,20,08,07,09,,2,,,,,,,,1,5,,3,2,,,,,3,,,,3,4,,,,
,004408,25023743,나정숙,2022-10-26 오후 7:51:56,201,이태원,IF DIAN,1255,2,04405,서울 용산구 이태원로 208,서울 용산구 한남동 736-11,1층,3,1,,,1,4,1,3,311,CS300011,3,2,이태원,214,1,2,1,2,,없다/ 무응답,2,32,2020,5,10,22,2,0,0,0,우혜숙,010,8586,1166,010,,,3,50,0,,,,,6000,6000,6000,,400,400,400,,N,N,,,,,3,3,3,25,25,25,N,,1,2,2,1,6000,4000,2000,,,,1,,,,,100,0,0,0,,100,5,2000,2000,2000,N,,400,20,08,09,01,,3,,,,,,,,1,5,,4,2,,,,,3,,,2,3,4,,,,
,004472,52296476,최대옥,2022-10-27 오후 8:26:32,201,구반포역,뉴욕부동산,0225,1,06512,서울 서초구 신반포로 177,,반포쇼핑타운3,5,1,,,1,48,2,2,233,CS200033,2,2,고속터미널역,100,1,22,1,6,,없다/ 무응답,2,67,2009,5,10,19,4,1,0,0,이순자,02,599,0051,010,,,3,23,23,,,,,2000,2000,2000,2000,148,148,148,148,N,N,,,,,20,20,20,0,0,0,N,,2,2,2,2,2000,0,700,,,,,,,,,100,0,0,0,,100,10,3500,3500,3500,N,,350,10,01,08,04,,1,3,,,3,,,,7,3,,4,2,,,,,5,경험없음,,,,4,,,,
,004476,25023743,나정숙,2022-10-27 오후 8:36:45,201,용산역 + 용산전자상가,삼성부동산,1246,2,04379,서울 용산구 한강대로15길 16,서울 용산구 한강로3가 40-441,1층,1,1,,,1,2,1,2,233,CS200033,2,2,용산,421,2,,2,,1,없다/ 무응답,1,42,2017,4,10,20,4,0,0,1,강동식,02,795,4989,010,,,3,33,0,,,,,1500,1500,1500,1500,90,90,90,90,N,N,,,,,0,0,0,25,25,25,N,,1,2,2,1,1300,2000,2000,,,,1,,,,,100,0,0,0,,100,5,8000,8000,8000,N,,1200,15,08,09,04,,1,3,,,3,4,,,1,3,,2,2,,,,,4,,,,3,4,,,,
,004529,25023743,나정숙,2022-10-27 오후 9:59:50,201,용산역 + 용산전자상가,매화,1246,1,04379,서울 용산구 한강대로15길 9-17,서울 용산구 한강로3가 40-453,1층,1,1,,,1,1,1,1,102,CS100002,1,2,용산,534,2,,2,,1,없다/ 무응답,1,45,2014,9,10,22,4,2,1,0,김지훈,02,792,7161,010,,,3,132,0,,,,,6000,6000,6000,6000,350,350,350,350,N,N,,,,,0,0,0,80,80,80,N,,1,2,2,1,4000,4000,4000,,,,1,,,,,60,30,10,0,,100,5,8000,8000,5000,Y,코로나,1500,20,08,07,06,,2,,,,,,,,1,5,,3,2,,,,,3,,,2,3,4,,,,
,004539,40412340,방정옥,2022-10-27 오후 11:18:05,201,왕십리역,초록부동산,1259,2,04760,서울 성동구 마조로11길 17,,1호,4,1,,,1,1,1,2,233,CS200033,2,2,왕십리,100,2,,1,2,,없다/ 무응답,1,49,2015,5,10,20,4,0,0,1,대표,02,2296,4164,010,,,3,33,33,,,,,2000,2000,2000,2000,120,120,110,110,N,Y,6,7,1,,0,0,0,25,25,25,N,,1,2,2,1,1500,1000,1000,,,,1,,,,,100,0,0,0,,100,2,1000,800,800,Y,학생들이 등교를 하게되서,400,50,01,09,08,,1,2,,,,,,,5,3,,2,2,,,,,1,,1,,,,,,2,
,004349,63605494,형소윤,2022-10-25 오후 11:55:26,201,논현역(신논현역),무지개세탁,1217,1,06123,서울 강남구 강남대로106길 18,서울 강남구 역삼동 812-1,서울 강남구 강남대로106길18,4,1,,,1,101,1,2,231,CS200031,2,2,신논현역,200,2,,2,,1,없다/ 무응답,1,55,2000,3,9,20,4,0,0,1,김낙모,02,568,8247,010,,,3,40,40,,,,,3000,3000,3000,3000,170,170,170,150,Y,Y,7,4,1,,0,0,0,40,40,40,N,,1,2,2,2,3000,2000,0,,,,1,,,,,100,0,0,0,,100,2,900,900,900,N,,540,60,04,08,09,,3,,,,,,,,5,1,,4,2,,,,,1,,1,,,,,,1,
,004425,25023743,나정숙,2022-10-26 오후 8:36:38,201,이태원,교차로,1255,2,04390,서울 용산구 이태원로14길 22,,1층,1,1,,,1,1,1,3,313,CS300013,3,2,이태원,367,2,,2,,1,없다/ 무응답,1,38,2015,3,10,22,2,1,1,0,박수민,02,790,2365,010,,,3,66,0,,,,,8000,8000,8000,8000,500,500,500,500,N,N,,,,,10,10,10,55,55,55,N,,1,2,2,1,8000,5000,2000,,,,1,,3,,,80,20,0,0,,100,5,5000,5000,5000,N,,1000,20,08,09,01,,2,,,,,,,,5,1,,3,2,,,,,3,,,2,3,4,,,,
,004426,25023743,나정숙,2022-10-26 오후 8:41:58,201,이태원,국일사,1255,2,04390,서울 용산구 이태원로14길 22,,1층,1,1,,,1,2,1,3,311,CS300011,3,2,이태원,367,2,,2,,1,없다/ 무응답,1,50,2012,11,10,20,4,1,0,1,이병수,02,797,9940,010,,,3,66,0,,,,,8000,8000,8000,8000,500,500,500,500,N,N,,,,,10,10,10,55,55,55,N,,1,2,2,2,8000,0,2000,,,,,,,,,100,0,0,0,,100,5,5000,5000,5000,N,,1000,20,08,07,09,,2,,,,,,,,4,5,,3,2,,,,,3,,,,3,4,,,,
